t_us,bmp_T,bmp_P,bmp_alt,bmp_alt_rel,ax,ay,az,gx,gy,gz,lis_ax,lis_ay,lis_az,g_bx,g_by,g_bz,a_vertical,kf_h,kf_v,P00,P01,P10,P11,gps_x,gps_y,gps_z,gps_vx,gps_vy,gps_vz
0,19.9886534830635,101320.69404885,-0.00564968893560396,0,-0.00791455560128524,-0.0101207862070638,9.66082358048939,-0.0133414792061977,0.0116661918107688,0.006999923383796,-0.0493250748394015,-0.0681363785468928,9.72004120303443,-0.000164837804694355,-0.00021078734728737,-9.79999999634679,19.4608232260767,2.20892945321759e-05,0.389139093920507,0.00567759390126686,0.000113506537397309,0.000113506537397307,0.999603520723741,-0.404517884991576,1.1447985198317,1.59940602654981,1.71513802174821,-0.581495549936533,-0.0662614572176161
20000,19.9929033223465,101331.937857261,0.10462446300031,0.110274151935914,0.0339559352274065,0.279182777311303,0.279636661203379,0.00251211320410515,0.0291542856093815,0.00600361373244654,0.308412188075005,-0.205326278433847,-0.045274485113538,-0.000164837804694355,-0.00021078734728737,-9.79999999634679,10.0796432371623,0.0616318670353178,0.762007218446164,0.00294506044414582,0.00973568042042757,0.00973568042042757,0.965324126176391,NaN,NaN,NaN,NaN,NaN,NaN
40000,20.0595556310047,101332.807891708,-0.128132235159694,-0.12248254622409,0.235174545966575,0.28572693224416,-0.0803953697720311,0.0160531364497127,0.0261940154412356,0.00529759949642597,-0.00625477503785699,0.0160021657075961,-0.0388144631016153,-0.000164837804694355,-0.00021078734728737,-9.79999999634679,9.71961473161283,-0.00060141450026005,0.336488301474374,0.00225273961653192,0.0175843007267329,0.0175843007267329,0.875888034466784,NaN,NaN,NaN,NaN,NaN,NaN
60000,20.0400003278588,101327.699122019,-0.176403494515731,-0.170753805580127,-0.0117444603093849,0.167788843367493,0.0755517953993755,0.0206558980892394,0.0260512002114856,-0.000636022347634751,0.152417561776893,0.206240185072583,0.00316032008543266,-0.000164837804694355,-0.00021078734728737,-9.79999999634679,9.87555520678286,-0.0574860472998016,-0.162311110064281,0.002093938396981,0.0222296420246678,0.0222296420246678,0.739232996457187,NaN,NaN,NaN,NaN,NaN,NaN
80000,20.0385331122555,101317.031247227,-0.0984476945007693,-0.0927980055651654,-0.0276653738253987,-0.00178275881072178,0.0766570548647936,0.0198821897004937,0.0135377782443564,-0.00728537654713402,0.0416498803017077,-0.0672580408589657,-0.21433768265501,-0.000164837804694355,-0.00021078734728737,-9.79999999634679,9.87665655115433,-0.0711739713495594,-0.104952894636719,0.00208281539931101,0.0235127400457046,0.0235127400457046,0.586815889407746,NaN,NaN,NaN,NaN,NaN,NaN
100000,19.9395753917927,101320.814287747,0.174741998840654,0.180391687776258,0.104431631503281,0.186673822938292,0.0463578197520595,0.00474939651351651,0.000916974715823802,0.00483159132431247,-0.227580850722524,0.143358477672265,0.0737610304622662,-0.000164837804694355,-0.00021078734728737,-9.79999999634679,9.84636359144507,0.02013602996845,1.08126731944479,0.00207441649300989,0.0224432457089829,0.0224432457089829,0.448269956704471,-0.481933177913445,0.391070344369665,-0.390560975747372,1.89384323287407,-0.607138401049631,-0.501094885782089
120000,20.0477795698282,101314.620420183,-0.307754229636371,-0.302104540700767,0.127044969512637,0.0218196998729632,0.106933072902624,0.037678551496179,-0.0178917482806763,0.0258389435216536,-0.0869848708999284,-0.0845925175028486,0.153875572972212,-0.000164837804694355,-0.00021078734728737,-9.79999999634679,9.90693567910057,-0.0792530746937473,0.0535802918515895,0.00203068298503625,0.0202385992235046,0.0202385992235046,0.336945795440401,NaN,NaN,NaN,NaN,NaN,NaN
140000,20.0265974228891,101332.339108713,-0.0322470751207454,-0.0265973861851414,-0.111893266455266,0.0333345005623723,-0.128710005148241,0.000524776636272034,0.0164971192955996,0.0101715698733532,-0.0639179743347034,-0.00100340920469155,0.0468601612513985,-0.000164837804694355,-0.00021078734728737,-9.79999999634679,9.67128882982326,-0.0592399106008117,0.401229282605147,0.00195593209003605,0.0177365087291074,0.0177365087291074,0.253148791763244,NaN,NaN,NaN,NaN,NaN,NaN
160000,19.9744840172711,101326.412813029,0.0586132149407556,0.0642629038763596,-0.00570616697319636,-0.0390987424514275,0.111449922588618,0.0530970800103821,-0.0135694824499791,0.0230925628586054,0.265409519299627,0.345169171489338,0.0924743307501387,-0.000164837804694355,-0.00021078734728737,-9.79999999634679,9.91144898559685,-0.0121896633485419,0.904726206487453,0.00186365833709094,0.0153580822022501,0.0153580822022501,0.191826499206533,NaN,NaN,NaN,NaN,NaN,NaN
180000,19.9309094822475,101331.041439485,-0.481735359546547,-0.476085670610943,-0.1304782190539,0.0549573057394949,0.0274588487362307,0.0344025046479552,-0.00298720052410154,0.028312662649303,0.557836857175998,0.162926224441906,0.422122959482187,-0.000164837804694355,-0.00021078734728737,-9.79999999634679,9.82745783613023,-0.141725709925009,-0.0227024699301848,0.00176502300840889,0.0132613566579572,0.0132613566579572,0.147248476858235,NaN,NaN,NaN,NaN,NaN,NaN
200000,20.0283918556496,101320.268000322,-0.13358646543052,-0.127936776494916,0.0183886882295098,-0.0605764843124193,0.146811246124094,0.00478676204716753,0.010664565357442,0.0003982975250799,-0.014869999941741,-0.123283162973596,0.361215267570894,-0.000164837804694355,-0.00021078734728737,-9.79999999634679,9.94681025243616,-0.136612980075005,0.200858862981645,0.00166702173757472,0.0114749332171583,0.0114749332171583,0.114680981101532,1.55657115576462,2.39509418698809,0.162132153485319,1.81204142587581,-0.541008001826343,-1.80791965694051
220000,20.0026122939739,101339.755117096,-0.261002742109131,-0.255353053173527,0.0842199918498868,-0.042890592658154,0.0437777441467223,0.0302233820746778,0.00957140894565462,0.0121106014647416,0.33111823008722,0.0168736963625795,0.131790010907757,-0.000164837804694355,-0.00021078734728737,-9.79999999634679,9.84377823819615,-0.164995873281152,0.179855514882404,0.0015734168309575,0.00997457252331862,0.00997457252331863,0.0906303151754432,NaN,NaN,NaN,NaN,NaN,NaN
240000,20.0433511455763,101339.535377993,0.150314371657571,0.155964060593174,0.203915631397625,0.0671446778867691,0.17199648947494,-0.0104933959282153,0.0103729023168621,0.0184494883967453,-0.252438369139278,-0.295482784960905,0.030824871105985,-0.000164837804694355,-0.00021078734728737,-9.79999999634679,9.97200136351833,-0.0773349279772563,0.860896145659357,0.00148593339630851,0.00871976787407159,0.00871976787407159,0.072631134236744,NaN,NaN,NaN,NaN,NaN,NaN
260000,19.9516867017218,101324.009333198,-0.474081075899433,-0.468431386963829,0.154603546835829,-0.104347960476679,0.0798355885262089,0.0156366349049095,-0.0127626519316471,0.0379841634249192,0.14056109682024,-0.0167379206611431,0.361285370515919,-0.000164837804694355,-0.00021078734728737,-9.79999999634679,9.87983594454538,-0.159106463073826,0.507428536492406,0.00140513316768216,0.00766914776377143,0.00766914776377143,0.0589695905006014,NaN,NaN,NaN,NaN,NaN,NaN
280000,20.0360536327659,101316.11518916,-0.241679544982471,-0.236029856046867,0.154021859044282,-0.116286904470499,0.0453538895664989,0.0208314960703997,-0.00131678257934632,0.02612830279577,-0.0474517090392561,0.131068720675988,0.223185646691501,-0.000164837804694355,-0.00021078734728737,-9.79999999634679,9.84535397902072,-0.167743616963552,0.59851525975771,0.00133095805197041,0.00678601992846509,0.00678601992846509,0.0484546684920473,NaN,NaN,NaN,NaN,NaN,NaN
300000,19.9614057712103,101319.552752958,-0.0141296381985206,-0.00847994926291669,0.0366927938207468,-0.107107401477755,0.0864829124295482,0.0290832545450754,0.0135170990936734,0.01543347388431,0.563573323493016,0.153197802177136,-0.00296712084912584,-0.000164837804694355,-0.00021078734728737,-9.79999999634679,9.88648122581308,-0.121652281888741,0.949951626408598,0.00126304491840682,0.00603970035919131,0.00603970035919131,0.0402528486659744,-0.660597865693362,0.740024004827724,-1.75231087568976,1.98340694527361,-1.10368970471008,-3.02509432651353
320000,19.9548899376121,101325.113354611,-0.265416543449285,-0.259766854513681,0.287393512723584,0.268862966694588,0.105930177139626,0.0245471852704984,0.0275747749344702,-0.00844584850394208,0.317954769786034,-0.144829248322939,0.0603220418854517,-0.000164837804694355,-0.00021078734728737,-9.79999999634679,9.9059407940621,-0.134132133748705,0.997467894460564,0.00120090048370399,0.00540520861936159,0.00540520861936159,0.0337745360502119,NaN,NaN,NaN,NaN,NaN,NaN
340000,19.9804512589963,101324.523595116,-0.534613028105437,-0.528963339169834,0.0940279658986616,0.0113433926622843,0.43210022860955,0.0193873980988968,0.00842617444526367,0.0203991719910568,0.18907089296988,0.225098604892153,0.418185171050762,-0.000164837804694355,-0.00021078734728737,-9.79999999634679,10.2321020540002,-0.195647395597264,0.847154125028267,0.0011439951295652,0.00486244354895503,0.00486244354895503,0.0285975001380262,NaN,NaN,NaN,NaN,NaN,NaN
